Smp_000150-Smp_122170	EmuJ_001084600-EmuJ_001084700	HmN_000265200-HmN_000265100
Smp_000980-Smp_000990	EmuJ_001049000-EmuJ_001048900	HmN_000466000-HmN_000466100
Smp_001030-Smp_001040	EmuJ_001024900-EmuJ_001025000	HmN_000072800-HmN_000073000
Smp_001180-Smp_092500	EmuJ_001026100-EmuJ_001026000	HmN_000074000-HmN_000073900
Smp_001590-Smp_122930	EmuJ_000315300-EmuJ_000315200	HmN_002219000-HmN_002219100
Smp_003630-Smp_124110	EmuJ_000377800-EmuJ_000377900	HmN_000859700-HmN_003044470
Smp_003930-Smp_003940	EmuJ_000379400-EmuJ_000379300	HmN_002208600-HmN_002208500
Smp_006000-Smp_125350	EmuJ_000297200-EmuJ_000297300	HmN_000175400-HmN_000175500
Smp_006340-Smp_006350	EmuJ_000629300-EmuJ_000629400	HmN_000142500-HmN_000142600
Smp_006780-Smp_125870	EmuJ_000215400-EmuJ_000215500	HmN_000807100-HmN_000807000
Smp_007180-Smp_007190	EmuJ_001097400-EmuJ_001097300	HmN_000438000-HmN_000438100
Smp_007660-Smp_007710	EmuJ_000670900-EmuJ_000670800	HmN_000250300-HmN_000250500
Smp_009150-Smp_127030	EmuJ_000839600-EmuJ_000839500	HmN_000557300-HmN_000557200
Smp_010100-Smp_167880	EmuJ_001034820-EmuJ_001034810	HmN_000441400-HmN_000441500
Smp_012380-Smp_128810	EmuJ_000822300-EmuJ_000822400	HmN_000891500-HmN_000895100
Smp_012400-Smp_012410	EmuJ_000822500-EmuJ_000822600	HmN_000895000-HmN_003005500
Smp_012400-Smp_128810	EmuJ_000822500-EmuJ_000822400	HmN_000895000-HmN_000895100
Smp_012410-Smp_128810	EmuJ_000822600-EmuJ_000822400	HmN_003005500-HmN_000895100
Smp_012540-Smp_128890	EmuJ_000211800-EmuJ_000211600	HmN_000371400-HmN_000371200
Smp_012570-Smp_012580	EmuJ_000237300-EmuJ_000237400	HmN_000676800-HmN_000676700
Smp_013360-Smp_013370	EmuJ_001019100-EmuJ_001019200	HmN_000159100-HmN_000159000
Smp_013930-Smp_316710	EmuJ_000793100-EmuJ_000793210	HmN_000928600-HmN_000928500
Smp_014020-Smp_129720	EmuJ_000800700-EmuJ_000800800	HmN_000105400-HmN_000105500
Smp_014780-Smp_245860	EmuJ_000856100-EmuJ_000856200	HmN_003004080-HmN_000546400
Smp_015440-Smp_130610	EmuJ_000057500-EmuJ_000057400	HmN_000114600-HmN_000114500
Smp_015840-Smp_130810	EmuJ_000596600-EmuJ_000596700	HmN_000083600-HmN_003043470
Smp_016180-Smp_016200	EmuJ_000379600-EmuJ_000379700	HmN_002208800-HmN_002209000
Smp_016340-Smp_131070	EmuJ_000777900-EmuJ_000778000	HmN_000033800-HmN_000033700
Smp_016380-Smp_340230	EmuJ_000898800-EmuJ_000899000	HmN_000568300-HmN_000568400
Smp_017640-Smp_017650	EmuJ_000535800-EmuJ_000535900	HmN_000089800-HmN_000089700
Smp_018020-Smp_018030	EmuJ_000597800-EmuJ_000597900	HmN_000084800-HmN_000084900
Smp_018210-Smp_132180	EmuJ_000497900-EmuJ_000498100	HmN_000678100-HmN_002153700
Smp_019170-Smp_132690	EmuJ_000332200-EmuJ_000332300	HmN_003026900-HmN_003026890
Smp_019990-Smp_133050	EmuJ_000107900-EmuJ_000108100	HmN_000298300-HmN_003032420
Smp_022090-Smp_134090	EmuJ_000568600-EmuJ_000568700	HmN_003050660-HmN_003050670
Smp_022400-Smp_245380	EmuJ_000626300-EmuJ_000626400	HmN_002192900-HmN_002193000
Smp_023660-Smp_340430	EmuJ_000914700-EmuJ_000914800	HmN_000616800-HmN_000616700
Smp_025620-Smp_173380	EmuJ_000212100-EmuJ_000212300	HmN_003028220-HmN_000371900
Smp_026030-Smp_344150	EmuJ_000303900-EmuJ_000303800	HmN_000338800-HmN_000338900
Smp_026250-Smp_136350	EmuJ_001014800-EmuJ_001015000	HmN_000357400-HmN_003036390
Smp_026270-Smp_136360	EmuJ_001017500-EmuJ_001017300	HmN_000160600-HmN_000160800
Smp_027370-Smp_136990	EmuJ_000803500-EmuJ_000803300	HmN_000107500-HmN_000107400
Smp_028120-Smp_028130	EmuJ_000255200-EmuJ_000255100	HmN_000373500-HmN_003028100
Smp_028210-Smp_332900	EmuJ_000671900-EmuJ_000672150	HmN_003041300-HmN_003041290
Smp_028410-Smp_137540	EmuJ_000069290-EmuJ_000069410	HmN_002164300-HmN_002164400
Smp_029160-Smp_213370	EmuJ_001049400-EmuJ_001049300	HmN_000465700-HmN_000465800
Smp_029360-Smp_029370	EmuJ_000983500-EmuJ_000983600	HmN_002108800-HmN_002273900
Smp_029750-Smp_138280	EmuJ_001083600-EmuJ_001083500	HmN_000265900-HmN_000266000
Smp_029820-Smp_138300	EmuJ_000736400-EmuJ_000736300	HmN_000219600-HmN_002103100
Smp_030020-Smp_030030	EmuJ_000975000-EmuJ_000975100	HmN_000484900-HmN_000484800
Smp_030220-Smp_138500	EmuJ_001078600-EmuJ_001078500	HmN_000629100-HmN_000629200
