Smp_000020	EmuJ_000194500	39.652	41.7551
Smp_000030	EmuJ_000223600	64.1206	64.6403
Smp_000040	EmuJ_000211900	51.3661	58.1443
Smp_000050	EmuJ_000334200	16.3093	20.0974
Smp_000050	EmuJ_000224900	16.4221	22.1968
Smp_000050	EmuJ_000225100	14.3341	22.7191
Smp_000070	EmuJ_000234300	22.6415	31.746
Smp_000080	EmuJ_000254300	36.3636	31.6832
Smp_000100	EmuJ_000716400	68.1314	69.3504
Smp_000110	EmuJ_001009200	41.3043	41.5584
Smp_000130	EmuJ_000966500	31.3073	33.1311
Smp_000150	EmuJ_001084600	36.9863	45.1505
Smp_000160	EmuJ_001010200	21.7337	23.8292
Smp_000180	EmuJ_001009400	36.5385	36.5385
Smp_000190	EmuJ_000992500	31.1178	31.2121
Smp_000200	EmuJ_001006900	19.9612	21.6387
Smp_000240	EmuJ_001020700	40.8478	42.915
Smp_000260	EmuJ_000733100	19.7411	17.6301
Smp_000300	EmuJ_001016400	38.2431	41.0347
Smp_000310	EmuJ_001015200	47.9839	45.0758
Smp_000320	EmuJ_000947700	55.3314	53.9326
Smp_000320	EmuJ_000948000	25.3602	35.0598
Smp_000370	EmuJ_001018000	31.3953	32.9268
Smp_000470	EmuJ_000434000	45.9184	47.5352
Smp_000480	EmuJ_000128100	50.9781	51.6317
Smp_000510	EmuJ_000980800	26.2431	52.4862
Smp_000600	EmuJ_001015100	58.2624	59.8949
Smp_000630	EmuJ_001024400	59.8039	59.8039
Smp_000640	EmuJ_001024300	12.1569	41.8919
Smp_000650	EmuJ_001011300	59.116	53.1017
Smp_000660	EmuJ_001032250	65.2273	69.6602
Smp_000660	EmuJ_001032200	65.2273	69.6602
Smp_000670	EmuJ_000969700	27.4419	31.9264
Smp_000690	EmuJ_001026300	20.2632	27.6978
Smp_000700	EmuJ_001076700	22.5845	25.1007
Smp_000700	EmuJ_001076800	7.24638	27.1493
Smp_000710	EmuJ_000915600	58.4541	61.2658
Smp_000720	EmuJ_001067800	29.865	26.0028
Smp_000740	EmuJ_000725300	55	53.8462
Smp_000790	EmuJ_000713050	28.2869	29.4301
Smp_000810	EmuJ_001041600	51.6667	51.6667
Smp_000880	EmuJ_001064800	61.9835	60
Smp_000900	EmuJ_000897300	21.3052	23.5669
Smp_000910	EmuJ_000981500	36.4764	29.1667
Smp_000950	EmuJ_000737700	41.0302	56.068
Smp_000980	EmuJ_001049000	61.0619	49.6403
Smp_000990	EmuJ_001048900	30.4167	34.8865
Smp_001000	EmuJ_000725800	38.5057	40.6061
Smp_001000	EmuJ_001076900	44.8276	41.4894
Smp_001030	EmuJ_001024900	60.5422	44.5676
Smp_001040	EmuJ_001025000	61.4423	64.1566
Smp_001070	EmuJ_000996550	29.6137	19.7708
Smp_001090	EmuJ_000961800	32.6316	34.5842
Smp_001100	EmuJ_001054000	27.1014	34.9533
Smp_001120	EmuJ_000912400	30.3318	38.3234
Smp_001160	EmuJ_001007600	5.71031	21.6931
Smp_001170	EmuJ_000738200	38.2739	40.197
Smp_001180	EmuJ_001026100	29.012	40.869
Smp_001360	EmuJ_000756200	38.7387	28.1967
Smp_001390	EmuJ_000845900	46.904	47.9051
Smp_001410	EmuJ_000894300	58.8435	58.8435
Smp_001420	EmuJ_001184100	50	42.9648
Smp_001420	EmuJ_000567800	23.3918	56.7376
Smp_001500	EmuJ_000809800	45.3202	47.4227
Smp_001530	EmuJ_000902400	27.1309	31.6084
Smp_001560	EmuJ_000856000	17.3042	23.6318
Smp_001590	EmuJ_000315300	35.5649	36.3248
Smp_001610	EmuJ_001174900	60.6498	60.8696
Smp_001640	EmuJ_000892000	37.0968	38.3333
Smp_001830	EmuJ_000040000	71.9745	70.1863
Smp_001890	EmuJ_000781600	24.2268	22.488
Smp_001940	EmuJ_000461000	50.3268	44
Smp_001950	EmuJ_000190500	32.7703	29.3939
Smp_001960	EmuJ_000043600	29.5393	30.0275
Smp_001980	EmuJ_000186900	14.6597	43.75
Smp_002010	EmuJ_000174900	63.9485	62.8692
Smp_002060	EmuJ_000781600	26.4706	21.5311
Smp_002070	EmuJ_000781600	22.0994	19.1388
Smp_002080	EmuJ_000177400	72.449	70.8229
Smp_002100	EmuJ_000167600	43.038	39.0805
Smp_002160	EmuJ_001156600	40.118	42.1053
Smp_002180	EmuJ_000176200	63.871	64.2857
Smp_002230	EmuJ_001157300	40.0332	38.0727
Smp_002280	EmuJ_001159400	54.0021	47.8261
Smp_002380	EmuJ_000872200	36.8613	35.9431
Smp_002510	EmuJ_000956200	68.4211	68.8022
Smp_002550	EmuJ_001080500	64.3357	41.2556
Smp_002600	EmuJ_001028800	39.8131	43.2927
Smp_002630	EmuJ_000781600	21.3974	23.445
Smp_002820	EmuJ_001005100	17.0767	20.6294
Smp_002840	EmuJ_001075800	28.3247	31.7215
Smp_002870	EmuJ_000720000	26.4535	29.3548
Smp_002880	EmuJ_000720500	84.6435	84.7985
Smp_003000	EmuJ_000596200	56	61.3402
Smp_003130	EmuJ_000412700	41.7391	23.1325
Smp_003140	EmuJ_000380100	49.6471	45.3763
Smp_003230	EmuJ_000060900	20.1613	19.3798
Smp_003230	EmuJ_000452600	22.9839	18.8742
Smp_003250	EmuJ_000380000	47.5806	45.7364
Smp_003270	EmuJ_000263500	25.3333	21.0235
Smp_003300	EmuJ_000824100	22.4227	19.2905
Smp_003300	EmuJ_000824000	27.3196	26.4339
Smp_003340	EmuJ_000547500	28.7852	32.6022
Smp_003410	EmuJ_000556100	65.9898	62.8019
Smp_003620	EmuJ_000552000	40.9639	39.6887
Smp_003630	EmuJ_000377800	67.1815	64.684
Smp_003660	EmuJ_000546900	88.4977	88.4977
Smp_003700	EmuJ_000539700	9.52381	4.95356
Smp_003700	EmuJ_000539600	48.8095	49.697
Smp_003710	EmuJ_000937700	59.944	45.7265
Smp_003770	EmuJ_000906000	45.0777	45.3125
Smp_003930	EmuJ_000379400	70.5455	70.0361
Smp_003940	EmuJ_000379300	51.632	51.0264
Smp_003970	EmuJ_000517100	33.4728	32
Smp_003980	EmuJ_000319100	58.3807	53.8663
Smp_003980	EmuJ_002206900	7.8125	33.7423
Smp_003990	EmuJ_000416400	58.498	59.2
Smp_004000	EmuJ_000526300	40.1361	37.5796
Smp_004060	EmuJ_000241800	37.8	40.0424
Smp_004080	EmuJ_000420300	54.7771	54.6032
Smp_004170	EmuJ_000771200	50.3676	49.1039
Smp_004190	EmuJ_000873000	57.4961	59.52
