Smp_000030	HmN_002231000	63.8191	64.8621
Smp_000040	HmN_000371500	50.4554	54.3137
Smp_000110	HmN_003036710	38.8587	41.1807
Smp_000130	HmN_000509400	30.8486	30.4643
Smp_000150	HmN_000265200	36.4384	47.4153
Smp_000160	HmN_000076000	22.2362	25.8772
Smp_000180	HmN_000075000	35.0962	35.0962
Smp_000240	HmN_000806100	33.7187	36.4583
Smp_000260	HmN_000645000	15.1025	15.6951
Smp_000320	HmN_000834200	56.7723	55.9659
Smp_000470	HmN_000855100	34.3537	40.4
Smp_000480	HmN_000548100	47.8711	48.5981
Smp_000510	HmN_002109700	43.3702	57.7206
Smp_000600	HmN_000357200	60.477	46.224
Smp_000630	HmN_003036640	51.4706	22.5322
Smp_000650	HmN_000077200	59.116	41.6342
Smp_000670	HmN_000117300	29.3023	25.0397
Smp_000680	HmN_000074200	50	50.8143
Smp_000690	HmN_000074300	22.8947	30.5263
Smp_000710	HmN_000745300	58.4541	60.9572
Smp_000720	HmN_000828700	28.0381	25.5242
Smp_000740	HmN_002003000	46.1905	49.1139
Smp_000790	HmN_000525300	28.9841	30.6962
Smp_000810	HmN_000343200	53	53
Smp_000870	HmN_003033710	23.3108	23.4428
Smp_000880	HmN_000916300	61.157	45.3988
Smp_000900	HmN_000030200	21.1132	24.1228
Smp_000910	HmN_000784400	32.5062	29.2085
Smp_000950	HmN_000861400	41.0302	56.068
Smp_000980	HmN_000466000	64.6018	64.8889
Smp_000990	HmN_000466100	30	33.6842
Smp_001030	HmN_000072800	62.0482	61.4925
Smp_001040	HmN_000073000	60.8654	63.9394
Smp_001070	HmN_000386500	9.44206	7.35786
Smp_001090	HmN_000185800	32.7273	29.1312
Smp_001100	HmN_000553100	26.6667	35.1816
Smp_001120	HmN_000323800	27.0142	32.2034
Smp_001160	HmN_000161800	14.3454	20.3557
Smp_001170	HmN_000924000	36.4916	39.9384
Smp_001180	HmN_000074000	28.4337	38.8158
Smp_001360	HmN_000878200	38.7387	38.3929
Smp_001390	HmN_000818600	46.3622	23.2802
Smp_001420	HmN_000062200	48.538	39.4299
Smp_001500	HmN_000337500	40.3941	42.487
Smp_001530	HmN_000589500	28.9316	31.4621
Smp_001560	HmN_000546200	24.7723	26.1538
Smp_001590	HmN_002219000	32.636	33.6207
Smp_001640	HmN_000386900	29.0323	30
Smp_001830	HmN_000573200	69.4268	67.284
Smp_001940	HmN_000661000	37.5817	48.5232
Smp_001950	HmN_000133400	32.4324	32.9897
Smp_001960	HmN_000296300	30.6233	33.9339
Smp_001980	HmN_000448800	14.5288	40.2174
Smp_002010	HmN_001016400	62.6609	60.5809
Smp_002080	HmN_000203100	71.1735	69.75
Smp_002160	HmN_000451400	37.1681	43.2247
Smp_002180	HmN_000199600	56.7742	54.321
Smp_002280	HmN_000137300	52.8282	53.6876
Smp_002510	HmN_000382600	66.482	66.482
Smp_002550	HmN_000269700	64.3357	49.4624
Smp_002600	HmN_000685900	32.7103	44.1919
Smp_002840	HmN_000631800	28.8428	29.7153
Smp_002870	HmN_002125000	21.5116	31.8966
Smp_002880	HmN_000839200	81.7185	73.399
Smp_003000	HmN_000082900	53.1765	54.4578
Smp_003140	HmN_002209500	45.1765	40.678
Smp_003250	HmN_003038910	45.1613	39.7163
Smp_003270	HmN_000228600	28	25.9259
Smp_003340	HmN_000580800	29.0493	32.9013
Smp_003410	HmN_000257200	65.4822	69.7297
Smp_003620	HmN_000363000	40.5622	32.4238
Smp_003630	HmN_000859700	62.7413	65.9229
Smp_003660	HmN_000880100	88.0282	88.2353
Smp_003700	HmN_000365700	47.0238	48.7654
Smp_003710	HmN_000234700	62.465	61.7729
Smp_003930	HmN_002208600	59.6364	59.2058
Smp_003940	HmN_002208500	55.1929	54.7059
Smp_003980	HmN_003050400	58.3807	53.446
Smp_003990	HmN_000261600	56.917	59.5041
Smp_004000	HmN_000055000	39.4558	36.7089
Smp_004060	HmN_000168100	43.8	42.6901
Smp_004080	HmN_000864800	58.2803	55.6231
Smp_004170	HmN_002131500	41.5441	38.9655
Smp_004190	HmN_000561800	58.5781	60.0634
Smp_004260	HmN_000196900	22.7273	27.7778
Smp_004310	HmN_000554000	73.2026	73.6842
Smp_004350	HmN_003034400	48.0769	49.3421
Smp_004360	HmN_002104500	46.1187	45.9091
Smp_004480	HmN_003033930	40.6355	40.7718
Smp_004550	HmN_002119300	51.3514	44.186
Smp_004590	HmN_000390100	25.1841	28.5476
Smp_004600	HmN_000710300	73.4201	74.1088
Smp_004630	HmN_002133400	33.6508	47.3214
Smp_004640	HmN_003004750	45.102	47.8355
Smp_004680	HmN_000787400	28.0576	28.6064
Smp_004730	HmN_003004270	52.2498	54.3977
Smp_004780	HmN_000064100	27.6744	28.5372
Smp_004810	HmN_003006900	91.4373	91.4373
Smp_004820	HmN_003050692	36.8421	38.0435
Smp_004910	HmN_000770200	75.5556	76.2332
Smp_004940	HmN_000016000	68	68.5484
Smp_004990	HmN_000242400	72.5777	72.844
Smp_005000	HmN_000755200	47.0356	42.8058
Smp_005010	HmN_000308200	39.2781	40.9292
Smp_005020	HmN_000445200	36.9883	40.8064
Smp_005140	HmN_003041310	28.7253	27.1647
Smp_005160	HmN_000532000	10.9111	19.246
Smp_005180	HmN_000429500	57.06	55.4511
Smp_005210	HmN_000018400	69.2964	65.5242
Smp_005230	HmN_000172500	38.1703	40.7407
Smp_005260	HmN_000709000	46.9484	48.7805
Smp_005290	HmN_000133300	57.4324	57.6271
Smp_005320	HmN_000331600	30.3922	30.6931
Smp_005330	HmN_000147200	29.2308	31.8436
Smp_005500	HmN_000868500	47.7064	42.3338
Smp_005520	HmN_000828500	36.7052	36.9186
Smp_005640	HmN_000795700	46.8293	31.1183
Smp_005790	HmN_000226900	89.5184	69.2982
Smp_005880	HmN_000176500	67.4121	67.6282
Smp_006000	HmN_000175400	54.1284	52.6786
Smp_006190	HmN_000240700	28.2878	32.2034
Smp_006250	HmN_000311300	28.8917	33.0484
Smp_006320	HmN_000776400	41.853	41.5873
Smp_006340	HmN_000142500	52.7473	51.3369
Smp_006350	HmN_000142600	35.6075	37.8411
Smp_006390	HmN_002035200	28.7129	34.5238
Smp_006440	HmN_000626800	55.2113	46.5006
Smp_006550	HmN_000305700	43.9815	44.8113
Smp_006590	HmN_000209800	17.7686	23.8889
Smp_006690	HmN_000911500	36.6438	37.9433
Smp_006710	HmN_000304700	50	28.9532
Smp_006720	HmN_000728300	48.5149	25.7895
Smp_006780	HmN_000807100	35.9223	52.1127
Smp_006810	HmN_000439900	22.449	25
Smp_006830	HmN_000869400	41.8182	47.9167
Smp_006850	HmN_000722000	75.641	75.1592
Smp_006860	HmN_000788100	69.2683	71
Smp_006920	HmN_000620900	50.2655	49.5637
Smp_007000	HmN_000891000	53.7736	53.5211
Smp_007070	HmN_000699100	27.7372	33.0435
Smp_007170	HmN_000933100	61.8384	61.4958
Smp_007180	HmN_000438000	18.2343	22.3458
Smp_007190	HmN_000438100	43.1818	41.1128
Smp_007210	HmN_002171200	32.8586	29.5247
Smp_007260	HmN_003030140	72.5049	72.3633
Smp_007270	HmN_002038400	68.5185	55.2239
Smp_007290	HmN_002038500	33.5404	39.2727
Smp_007300	HmN_003030210	41.4062	39.5522
Smp_007500	HmN_000783000	51.4286	40.3361
Smp_007510	HmN_000343500	43.8471	47.6005
Smp_007540	HmN_000463200	42.8016	40
Smp_007630	HmN_000381600	52.0179	59.1837
Smp_007650	HmN_000003300	43.8257	43.4313
Smp_007660	HmN_000250300	43.1085	53.6496
Smp_007670	HmN_000657300	16.9793	18.259
Smp_007710	HmN_000250500	15.0743	18.4992
Smp_007730	HmN_000621300	52.3585	68.9441
Smp_007760	HmN_003050370	62.7859	62.268
Smp_007890	HmN_000806200	44.2857	33.1551
Smp_007900	HmN_000384200	85	85
Smp_007970	HmN_000467300	36.3354	35.6707
Smp_008120	HmN_000974700	34.1297	45.045
Smp_008140	HmN_000080500	23.5669	18.6869
Smp_008260	HmN_000354400	61.1231	68.3575
Smp_008320	HmN_000251100	43.6923	38.172
Smp_008440	HmN_000692700	65.6716	52.381
Smp_008450	HmN_000242600	20	21.4374
Smp_008470	HmN_002165400	40.3226	41.1765
Smp_008500	HmN_000173800	29.5345	33.5766
Smp_008545	HmN_002101400	81.1189	81.6901
Smp_008580	HmN_000821200	39.6694	40.5634
Smp_008610	HmN_000821300	32.6582	35.0543
Smp_008620	HmN_000746900	28.0757	28.3741
Smp_008660	HmN_003026740	12.8931	16.11
Smp_008710	HmN_000787900	21.3318	27.8761
Smp_008770	HmN_000563900	25.3846	40.2439
Smp_008830	HmN_003003680	71.1045	72.028
Smp_009020	HmN_000841900	10.7209	13.4884
Smp_009070	HmN_000433700	35.7751	24.1102
Smp_009150	HmN_000557300	46.2585	42.6778
Smp_009320	HmN_000573100	80.5085	79.8319
Smp_009340	HmN_000766900	57.5931	58.7719
Smp_009390	HmN_003045930	42.3729	23.6967
Smp_009400	HmN_000146200	16.6352	21.9451
Smp_009420	HmN_000834900	34.7656	38.1974
Smp_009520	HmN_000389500	36.0206	38.8889
Smp_009540	HmN_002219400	39.6761	42.3326
Smp_009550	HmN_000584600	32.0261	35.8974
Smp_009600	HmN_000846500	54.8544	58.3477
Smp_009630	HmN_000022100	15.5018	42.2983
Smp_009650	HmN_000425200	68.7764	69.2144
Smp_009690	HmN_000899000	54.717	57.6159
Smp_009830	HmN_000080400	44.1341	38.3495
Smp_009990	HmN_000218500	34.6774	34.9594
Smp_010090	HmN_000421500	44.1964	44.7964
Smp_010100	HmN_000441400	51.4634	51.4634
Smp_010110	HmN_000540900	35.9431	35.3147
Smp_010160	HmN_000162700	38	38.9744
Smp_010230	HmN_000781700	89.0855	73.301
Smp_010260	HmN_000781900	44.2907	39.3846
Smp_010280	HmN_003028830	31.5186	29.4906
Smp_010290	HmN_000317700	44.5672	44.898
Smp_010400	HmN_000327200	73.75	38.8158
Smp_010450	HmN_002115600	27.7457	30
Smp_010690	HmN_000598200	44.9848	45.2599
Smp_010710	HmN_000658500	66.1053	70.8804
Smp_010800	HmN_003049800	23.2558	27.5482
Smp_010930	HmN_002001800	34.7143	35.3712
Smp_010940	HmN_002001600	40.4682	44.1606
Smp_011000	HmN_000290000	46.9586	46.9586
Smp_011010	HmN_000448300	23.741	32.5123
Smp_011220	HmN_000045600	19.49	24.9417
Smp_011230	HmN_002143400	46.0568	50.6944
Smp_011270	HmN_000734100	20.7885	20.7143
Smp_011570	HmN_000002900	80.6818	80.6818
Smp_011660	HmN_000082300	68.9655	64.2857
Smp_011680	HmN_000720700	31.5596	29.0051
Smp_011700	HmN_000005300	35.0909	41.7749
Smp_011710	HmN_000472800	33.7995	30.2083
Smp_011830	HmN_000083000	30.5556	29.7297
Smp_011960	HmN_000811400	29.783	21.3881
Smp_011980	HmN_000729800	40.2941	44.8445
Smp_011990	HmN_000786800	38.2003	42.1348
Smp_012010	HmN_000204900	16.0815	20.1418
Smp_012030	HmN_000743700	29.5082	30.7692
Smp_012070	HmN_000612300	42.0118	34.9754
Smp_012110	HmN_000395400	48.4496	48.0769
Smp_012150	HmN_000311500	15.6566	20.7358
Smp_012200	HmN_000047200	23.5632	24.5509
Smp_012340	HmN_000957400	40.9926	40.5455
Smp_012350	HmN_000957100	43.7352	43.3255
Smp_012380	HmN_000891500	47.2141	48.6405
Smp_012400	HmN_000895000	41.3043	33.3333
Smp_012410	HmN_003005500	33.3333	32.6371
Smp_012470	HmN_000025000	91.224	91.224
Smp_012480	HmN_000171900	23.5571	27.7393
Smp_012530	HmN_000209500	42.735	48.5437
Smp_012540	HmN_000371400	36.2595	32.872
Smp_012570	HmN_000676800	37.3449	38.6889
Smp_012580	HmN_000676700	31.0811	30.2964
Smp_012720	HmN_000520600	60.1124	63.5644
Smp_012740	HmN_000017500	35.8779	37.5
Smp_012780	HmN_000303800	18.2348	25.8255
Smp_012800	HmN_000652400	57.7778	42.2764
Smp_012810	HmN_000896900	66.3793	53.1034
Smp_012860	HmN_000722500	31.9728	28.8934
Smp_012900	HmN_003032720	39.6154	18.4093
Smp_012930	HmN_000403100	63.6542	63.9053
Smp_012980	HmN_000188700	35.1111	2.02512
Smp_013070	HmN_000916800	32.4573	32.5428
Smp_013080	HmN_000079600	45.2933	47.2262
Smp_013150	HmN_001001500	42.8571	45.2055
Smp_013200	HmN_000233400	77.8281	78.5388
Smp_013360	HmN_000159100	65.1466	67.1141
Smp_013370	HmN_000159000	20.5674	41.7266
